user_agent;uv;pv;pv_per_uv
"mozilla/5.0 (linux; u; android 2.3.6; zh-cn; oppor801 build/grk39f) applewebkit/533.1 (khtml, like gecko) version/4.0 mobile safari/533.1";953;15530;16.30
"mozilla/5.0 (linux; u; android 4.0.4; zh-cn; vivo s7t build/imm76d) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30";953;24013;25.20
"mozilla/5.0 (iphone; cpu iphone os 7_1 like mac os x) applewebkit/537.51.2 (khtml, like gecko) version/7.0 mobile/11d169 safari/9537.53";950;18562;19.54
"mozilla/5.0 (iphone; cpu iphone os 7_1_1 like mac os x) applewebkit/537.51.2 (khtml, like gecko) mobile/11d201 micromessenger/5.3";950;6990;7.36
"nokia6120c/3.83; profile/midp-2.0 configuration/cldc-1.1";950;10124;10.66
"mozilla/5.0 (iphone; cpu iphone os 7_0_6 like mac os x; zh-cn) applewebkit/537.51.1 (khtml, like gecko) mobile/11b651 ucbrowser/9.6.7.431 mobile";949;24325;25.63
"mozilla/5.0 (linux; u; android 2.3.6; zh-cn; gt-s5360 build/gingerbread) applewebkit/533.1 (khtml, like gecko) version/4.0 mobile safari/533.1";948;9824;10.36
"mozilla/5.0 (windows nt 6.1) applewebkit/537.22 (khtml, like gecko) qqbrowser/4.1.2 safari/537.22";948;30241;31.90
"mozilla/5.0 (iphone; cpu iphone os 6_1_2 like mac os x) applewebkit/536.26 (khtml, like gecko) version/6.0 mobile/10b146 safari/8536.25";945;19733;20.88
"mozilla/5.0 (linux; u; android 4.1.2; zh-cn; gt-s7572 build/jzo54k) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30";945;28727;30.40
"mozilla/5.0 (linux; u; android 4.2.1; zh-cn; vivo x3t build/jop40d) applewebkit/534.24 (khtml, like gecko) version/4.0 mobile safari/534.24 t5/2.0 baiduboxapp/5.0 (baidu; p1 4.2.1)";945;29143;30.84
"mozilla/5.0 (linux; u; android 4.1.2; zh-cn; gt-s7572 build/jzo54k) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30";944;30506;32.32
"mozilla/5.0 (linux; u; android 4.1.1; zh-cn; mi 2sc build/jro03l) applewebkit/533.1 (khtml, like gecko) version/4.0 ucbrowser/9.8.0.435 u3/0.8.0 mobile safari/533.1";943;31804;33.73
"mqqbrowser/3.6 (nokiac5-03;symbianos/9.1 series60/3.0)";943;6699;7.10
"mozilla/5.0 (iphone; cpu iphone os 5_0_1 like mac os x) applewebkit/534.46 (khtml, like gecko) version/5.1 mobile/9a405 safari/7534.48.3";942;12178;12.93
"lenovo-a278t_td/s100 linux/2.6.35 android 2.3.5 release/09.03.2012 browser/applewebkit533.1 mobile safari/533.1";942;27126;28.80
"mozilla/5.0 (iphone; cpu iphone os 5_0_1 like mac os x) applewebkit/534.46 (khtml, like gecko) version/5.1 mobile/9a405 safari/7534.48.3";941;9931;10.55
"mozilla/5.0 (linux; u; android 2.2; en-us; nexus one build/frf91) applewebkit/533.1 (khtml, like gecko) version/4.0 mobile safari/533.1";941;11718;12.45
"nokia5233";940;19268;20.50
"mozilla/5.0 (windows nt 6.1) applewebkit/537.22 (khtml, like gecko) qqbrowser/4.1.2 safari/537.22";940;30369;32.31
"mozilla/5.0 (iphone; cpu iphone os 7_1_1 like mac os x; zh-cn) applewebkit/537.51.2 (khtml, like gecko) mobile/11d201 ucbrowser/9.0.1.284 mobile";939;17645;18.79
"mozilla/5.0 (iphone; cpu iphone os 6_1_2 like mac os x) applewebkit/536.26 (khtml, like gecko) version/6.0 mobile/10b146 safari/8536.25";938;17224;18.36
"mozilla/5.0 (iphone; cpu iphone os 5_0_1 like mac os x) applewebkit/534.46 (khtml, like gecko) version/5.1 mobile/9a405 safari/7534.48.3";936;11108;11.87
"mozilla/5.0 (linux; u; android 2.3.6; zh-cn; oppou701 build/grk39f) applewebkit/533.1 (khtml, like gecko) version/4.0 mobile safari/533.1";936;6494;6.94
"mozilla/5.0 (linux; u; android 4.2.1; zh-cn; mi 3 build/jop40d) applewebkit/533.1 (khtml, like gecko) version/4.0 ucbrowser/9.7.9.439 u3/0.8.0 mobile safari/533.1";935;29319;31.36
"dorado wap-browser/1.0.0/powerplay/2";935;7150;7.65
"mozilla/5.0 (linux; u; android 4.1.2; zh-cn; gt-s7572 build/jzo54k) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30";935;28209;30.17
"mozilla/5.0 (linux; u; android 2.2; en-us; nexus one build/frf91) applewebkit/533.1 (khtml, like gecko) version/4.0 mobile safari/533.1";935;10609;11.35
"mozilla/5.0 (iphone; cpu iphone os 7_0_3 like mac os x) applewebkit/537.51.1 (khtml, like gecko) version/7.0 mobile/11b511 safari/9537.53";935;15018;16.06
"mozilla/5.0 (linux; u; android 2.3.5; zh-cn; coolpad-8076_td/1.0 android/2.3.5 release/03.11.2012 browser/applewebkit533.1 build/mocordroid2.3.5) applewebkit/533.1 (khtml, like gecko) version/4.0 mobile safari/533.1";934;19194;20.55
"mozilla/5.0 (ipad; cpu os 5_1_1 like mac os x) applewebkit/534.46 (khtml, like gecko) version/5.1 mobile/9b206 safari/7534.48.3";933;21811;23.38
"lenovo-a278t_td/s100 linux/2.6.35 android 2.3.5 release/09.03.2012 browser/applewebkit533.1 mobile safari/533.1";933;25324;27.14
"sonyericssonk700c/r2ae semc-browser/4.0.3 profile/midp-2.0 configuration/cldc-1.1";932;2258;2.42
"mozilla/5.0 (iphone; cpu iphone os 5_0_1 like mac os x) applewebkit/534.46 (khtml, like gecko) version/5.1 mobile/9a405 safari/7534.48.3";931;9006;9.67
"coolpadcoolpad-8056_td/1.0 android/2.3.5(linux; android 2.3.5) release/10.30.2012 browser/applewebkit533.1 (khtml, like gecko) mozilla/5.0 mobile";930;18383;19.77
"mozilla/5.0 (windows nt 6.1) applewebkit/537.22 (khtml, like gecko) qqbrowser/4.1.2 safari/537.22";930;29543;31.77
"nokia5233";929;18239;19.63
"mozilla/5.0 (iphone; cpu iphone os 7_1 like mac os x) applewebkit/537.51.2 (khtml, like gecko) version/7.0 mobile/11d169 safari/9537.53";929;21319;22.95
"mozilla/5.0 (linux; u; android 4.1.1; zh-cn; mi 2s build/jro03l) applewebkit/533.1 (khtml, like gecko) version/4.0 ucbrowser/9.7.6.428 u3/0.8.0 mobile safari/533.1";929;23838;25.66
"untrusted/1.0";929;5908;6.36
"mozilla/5.0 (linux; u; android 4.1.2; zh-cn; gt-s7572 build/jzo54k) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30";928;29132;31.39
"dorado wap-browser/1.0.0/powerplay/2";928;8008;8.63
"mozilla/5.0 (linux; u; android 4.0.4; zh-cn; vivo s7t build/imm76d) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30";927;22224;23.97
"mozilla/5.0 (iphone; cpu iphone os 7_1_1 like mac os x; zh-cn) applewebkit/537.51.2 (khtml, like gecko) mobile/11d201 ucbrowser/9.0.1.284 mobile";926;19042;20.56
"mozilla/5.0 (linux; u; android 4.1.1; zh-cn; mi 2s build/jro03l) applewebkit/534.31 (khtml, like gecko) ucbrowser/9.2.4.329 u3/0.8.0 mobile safari/534.31";926;21891;23.64
"nokiae63";926;18144;19.59
"mozilla/5.0 (linux; u; android 4.1.2; zh-cn; gt-s7572 build/jzo54k) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30";926;30853;33.32
"mozilla/5.0 (linux; u; android 2.3.5; zh-cn; mi-one plus build/gingerbread) applewebkit/533.1 (khtml, like gecko) version/4.0 mobile safari/533.1";926;9598;10.37
"mozilla/5.0 (linux; u; android 4.1.2; zh-cn; gt-s7572 build/jzo54k) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30";926;28428;30.70
"mqqbrowser/3.6 (nokia5230;symbianos/9.1 series60/3.0)";925;8881;9.60
"mozilla/5.0 (iphone; cpu iphone os 7_0_4 like mac os x) applewebkit/537.51.1 (khtml, like gecko) mobile/11b554a";924;12362;13.38
"mozilla/5.0 (iphone; cpu iphone os 6_1_2 like mac os x; zh-cn) applewebkit/536.26 (khtml, like gecko) mobile/10b146 ucbrowser/9.0.1.284 mobile";923;22317;24.18
"mozilla/5.0 (iphone; cpu iphone os 5_0_1 like mac os x) applewebkit/534.46 (khtml, like gecko) version/5.1 mobile/9a405 safari/7534.48.3";923;8781;9.51
"mqqbrowser/3.6 (nokia5230;symbianos/9.1 series60/3.0)";923;8949;9.70
"mqqbrowser/3.6 (nokia5230;symbianos/9.1 series60/3.0)";923;9026;9.78
"mozilla/5.0 (linux; u; android 2.3.6; zh-cn; gt-s5360 build/gingerbread) applewebkit/533.1 (khtml, like gecko) version/4.0 mobile safari/533.1";922;9711;10.53
"opera/9.80 (android; opera mini/7.8.35214/34.1571; u; zh) presto/2.8.119 version/11.10";922;29147;31.61
"mozilla/5.0 (linux; u; android 2.3.6; zh-cn; oppou701 build/grk39f) applewebkit/533.1 (khtml, like gecko) version/4.0 mobile safari/533.1";922;7286;7.90
"mozilla/5.0 (iphone; cpu iphone os 7_0_4 like mac os x; zh-cn) applewebkit/537.51.1 (khtml, like gecko) mobile/11b554a ucbrowser/9.6.7.431 mobile";921;21021;22.82
"mozilla/5.0 (iphone; cpu iphone os 7_0_3 like mac os x) applewebkit/537.51.1 (khtml, like gecko) version/7.0 mobile/11b511 safari/9537.53";921;14659;15.92
"mozilla/5.0 (iphone; cpu iphone os 6_1_2 like mac os x) applewebkit/536.26 (khtml, like gecko) version/6.0 mobile/10b146 safari/8536.25";921;20250;21.99
"mozilla/5.0 (linux; u; android 4.2.1; zh-cn; 2013022 build/hm2013022) applewebkit/533.1 (khtml, like gecko) version/4.0 ucbrowser/9.7.8.425 u3/0.8.0 mobile safari/533.1";921;35702;38.76
"mozilla/5.0 (linux; u; android 2.3.4; zh-cn; gt-n7000 build/grj22) applewebkit/533.1 (khtml, like gecko) version/4.0 mobile safari/533.1; 360browser(securitypay,securityinstalled); 360(android,uppayplugin); 360 aphone browser (5.4.1)";920;2628;2.86
"mozilla/5.0 (iphone; cpu iphone os 7_0_3 like mac os x) applewebkit/537.51.1 (khtml, like gecko) version/7.0 mobile/11b511 safari/9537.53";919;15614;16.99
"mozilla/5.0 (linux; u; android 4.2.1; zh-cn; vivo x3t build/jop40d) applewebkit/534.24 (khtml, like gecko) version/4.0 mobile safari/534.24 t5/2.0 baiduboxapp/5.0 (baidu; p1 4.2.1)";919;28495;31.01
"mozilla/5.0 (linux; u; android 2.3.6; zh-cn; gt-s5360 build/gingerbread) applewebkit/533.1 (khtml, like gecko) version/4.0 mobile safari/533.1";919;8922;9.71
"nokia5233";918;18324;19.96
"mozilla/5.0 (linux; u; android 4.1.2; zh-cn; gt-s7572 build/jzo54k) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30";918;28622;31.18
"mozilla/5.0 (linux; u; android 2.3.6; zh-cn; gt-s5360 build/gingerbread) applewebkit/533.1 (khtml, like gecko) version/4.0 mobile safari/533.1";917;8736;9.53
"mozilla/5.0 (linux; u; android 4.2.1; zh-cn; vivo x3t build/jop40d) applewebkit/534.24 (khtml, like gecko) version/4.0 mobile safari/534.24 t5/2.0 baiduboxapp/5.0 (baidu; p1 4.2.1)";916;30045;32.80
"mozilla/5.0 (linux; u; android 4.1.2; zh-cn; gt-s7572 build/jzo54k) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30";916;29312;32.00
"nokia6120c/3.83; profile/midp-2.0 configuration/cldc-1.1";916;10905;11.91
"mozilla/5.0 (linux; u; android 4.2.1; zh-cn; vivo x3t build/jop40d) applewebkit/534.24 (khtml, like gecko) version/4.0 mobile safari/534.24 t5/2.0 baiduboxapp/5.0 (baidu; p1 4.2.1)";916;28140;30.72
"e63/symbianos/9.1 series60/3.0";915;12233;13.37
"mozilla/5.0 (linux; u; android 4.0.4; zh-cn; r811 build/imm76d) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30";915;25350;27.70
"mozilla/5.0 (iphone; cpu iphone os 7_1 like mac os x) applewebkit/537.51.2 (khtml, like gecko) version/7.0 mobile/11d169 safari/9537.53";914;19190;21.00
"mozilla/5.0 (iphone; cpu iphone os 7_0_6 like mac os x; zh-cn) applewebkit/537.51.1 (khtml, like gecko) mobile/11b651 ucbrowser/9.6.7.431 mobile";914;24790;27.12
"mozilla/5.0 (linux; u; android 2.2; en-us; nexus one build/frf91) applewebkit/533.1 (khtml, like gecko) version/4.0 mobile safari/533.1";913;10996;12.04
"mozilla/5.0 (linux; u; android 4.2.2; zh-cn; hm note 1td build/jdq39) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30 xiaomi/miuibrowser/1.0";913;38415;42.08
"oppoa115k/4.02/12 release/2010.8.10 browser/obigo/q03c profile/midp-2.0 configuration/cldc-1.1";913;1979;2.17
"mozilla/5.0 (linux; u; android 4.1.1; zh-cn; mi 2sc build/jro03l) applewebkit/533.1 (khtml, like gecko) version/4.0 ucbrowser/9.8.0.435 u3/0.8.0 mobile safari/533.1";912;28694;31.46
"mozilla/5.0 (linux; u; android 4.3; zh-cn; mi 3w build/jls36c) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30 xiaomi/miuibrowser/1.0";912;27217;29.84
"lenovo-a278t_td/s100 linux/2.6.35 android 2.3.5 release/09.03.2012 browser/applewebkit533.1 mobile safari/533.1";911;23834;26.16
"mozilla/5.0 (linux; u; android 4.2.1; zh-cn; r815t build/jop40d) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30";911;27752;30.46
"opera/9.80 (android; opera mini/7.8.35214/34.1571; u; zh) presto/2.8.119 version/11.10";910;28713;31.55
"mozilla/5.0 (linux; u; android 4.3; zh-cn; mi 3w build/jls36c) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30 xiaomi/miuibrowser/1.0";910;24894;27.36
"mozilla/5.0 (linux; u; android 2.3.6; zh-cn; gt-s5360 build/gingerbread) applewebkit/533.1 (khtml, like gecko) version/4.0 mobile safari/533.1";910;10742;11.80
"mozilla/5.0 (ipad; cpu os 5_1_1 like mac os x) applewebkit/534.46 (khtml, like gecko) version/5.1 mobile/9b206 safari/7534.48.3";909;23090;25.40
"mozilla/5.0 (iphone; cpu iphone os 7_0_3 like mac os x) applewebkit/537.51.1 (khtml, like gecko) version/7.0 mobile/11b511 safari/9537.53";909;15118;16.63
"mozilla/5.0 (iphone; cpu iphone os 7_0_3 like mac os x) applewebkit/537.51.1 (khtml, like gecko) version/7.0 mobile/11b511 safari/9537.53";908;16801;18.50
"mozilla/5.0 (linux; u; android 4.2.1; zh-cn; mi 3 build/jop40d) applewebkit/533.1 (khtml, like gecko) version/4.0 ucbrowser/9.7.8.425 u3/0.8.0 mobile safari/533.1";908;26846;29.57
"mozilla/5.0 (linux; u; android 2.3.5; zh-cn; coolpad-8076_td/1.0 android/2.3.5 release/03.11.2012 browser/applewebkit533.1 build/mocordroid2.3.5) applewebkit/533.1 (khtml, like gecko) version/4.0 mobile safari/533.1";908;20814;22.92
"mozilla/5.0 (iphone; cpu iphone os 6_1_2 like mac os x) applewebkit/536.26 (khtml, like gecko) version/6.0 mobile/10b146 safari/8536.25";906;19862;21.92
"mozilla/5.0 (iphone; cpu iphone os 5_0_1 like mac os x) applewebkit/534.46 (khtml, like gecko) version/5.1 mobile/9a405 safari/7534.48.3";906;10210;11.27
"mozilla/5.0 (iphone; cpu iphone os 7_1_1 like mac os x; zh-cn) applewebkit/537.51.2 (khtml, like gecko) mobile/11d201 ucbrowser/9.0.1.284 mobile";906;19175;21.16
"mozilla/5.0 (linux; u; android 2.3.5; zh-cn; coolpad-8076_td/1.0 android/2.3.5 release/03.11.2012 browser/applewebkit533.1 build/mocordroid2.3.5) applewebkit/533.1 (khtml, like gecko) version/4.0 mobile safari/533.1";906;18972;20.94
"mozilla/5.0 (linux; u; android 4.1.1; zh-cn; mi 2 build/jro03l) applewebkit/533.1 (khtml, like gecko) version/4.0 ucbrowser/9.8.0.435 u3/0.8.0 mobile safari/533.1";905;25818;28.53
"mozilla/5.0 (iphone; cpu iphone os 7_0_6 like mac os x; zh-cn) applewebkit/537.51.1 (khtml, like gecko) mobile/11b651 ucbrowser/9.6.7.431 mobile";905;24416;26.98
"mozilla/5.0 (linux; u; android 4.2.1; zh-cn; r815t build/jop40d) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30";905;23645;26.13
"mozilla/5.0 (ipad; cpu os 5_1_1 like mac os x) applewebkit/534.46 (khtml, like gecko) version/5.1 mobile/9b206 safari/7534.48.3";904;20624;22.81
"xiaomi_2013061_td/v1 linux/3.4.5 android/4.2.1 release/09.18.2013 browser/applewebkit534.30 mobile safari/534.30 mbbms/2.2 system/android 4.2.1 xiaomi/miuibrowser/1.0";903;22650;25.08
"mozilla/5.0 (linux; u; android 2.3.6; zh-cn; gt-s5360 build/gingerbread) applewebkit/533.1 (khtml, like gecko) version/4.0 mobile safari/533.1";903;9122;10.10
"mqqbrowser/3.6 (nokia5230;symbianos/9.1 series60/3.0)";903;8601;9.52
"mozilla/5.0 (iphone; cpu iphone os 7_0_4 like mac os x) applewebkit/537.51.1 (khtml, like gecko) mobile/11b554a";903;12755;14.13
"mozilla/5.0 (linux; u; android 2.3.5; zh-cn; mi-one plus build/gingerbread) applewebkit/533.1 (khtml, like gecko) version/4.0 mobile safari/533.1";903;11576;12.82
"opera/9.80 (android; opera mini/7.8.35214/34.1571; u; zh) presto/2.8.119 version/11.10";902;28291;31.36
"mozilla/5.0 (linux; u; android 4.1.1; zh-cn; mi 2sc build/jro03l) applewebkit/533.1 (khtml, like gecko) version/4.0 ucbrowser/9.7.8.425 u3/0.8.0 mobile safari/533.1";902;27308;30.27
"mozilla/5.0 (iphone; cpu iphone os 7_0_2 like mac os x) applewebkit/537.51.1 (khtml, like gecko) version/7.0 mobile/11a501 safari/9537.53";902;14684;16.28
"mozilla/5.0 (iphone; cpu iphone os 6_1_2 like mac os x; zh-cn) applewebkit/536.26 (khtml, like gecko) mobile/10b146 ucbrowser/9.2.0.312 mobile";901;21490;23.85
"mqqbrowser/3.6 (nokiac5-03;symbianos/9.1 series60/3.0)";901;6441;7.15
"mozilla/5.0 (iphone; cpu iphone os 7_0_4 like mac os x) applewebkit/537.51.1 (khtml, like gecko) mobile/11b554a";901;13413;14.89
"mozilla/5.0 (linux; u; android 2.2; en-us; nexus one build/frf91) applewebkit/533.1 (khtml, like gecko) version/4.0 mobile safari/533.1";901;11461;12.72
"mozilla/5.0 (linux; u; android 4.2.1; zh-cn; vivo x3t build/jop40d) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30";901;22611;25.10
"mozilla/5.0 (linux; u; android 4.1.2; zh-cn; gt-s7572 build/jzo54k) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30";900;28126;31.25
"mozilla/5.0 (linux; u; android 4.0.4; zh-cn; r811 build/imm76d) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30";900;28873;32.08
"mozilla/5.0 (ipad; cpu os 5_1_1 like mac os x) applewebkit/534.46 (khtml, like gecko) version/5.1 mobile/9b206 safari/7534.48.3";900;19914;22.13
"mozilla/5.0 (linux; u; android 2.3.5; zh-cn; mi-one plus build/gingerbread) applewebkit/533.1 (khtml, like gecko) version/4.0 mobile safari/533.1";899;11902;13.24
"lenovo-a278t_td/s100 linux/2.6.35 android 2.3.5 release/09.03.2012 browser/applewebkit533.1 mobile safari/533.1";896;24232;27.04
"mozilla/5.0 (iphone; cpu iphone os 7_1_1 like mac os x; zh-cn) applewebkit/537.51.2 (khtml, like gecko) mobile/11d201 ucbrowser/9.0.1.284 mobile";896;17626;19.67
"mozilla/5.0 (linux; u; android 4.2.1; zh-cn; r815t build/jop40d) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30";896;23834;26.60
"mozilla/5.0 (iphone; cpu iphone os 7_0_2 like mac os x) applewebkit/537.51.1 (khtml, like gecko) version/7.0 mobile/11a501 safari/9537.53";895;15211;17.00
"mozilla/5.0 (linux; u; android 4.1.2; zh-cn; gt-s7572 build/jzo54k) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30";892;28526;31.98
"coolpadcoolpad-8056_td/1.0 android/2.3.5(linux; android 2.3.5) release/10.30.2012 browser/applewebkit533.1 (khtml, like gecko) mozilla/5.0 mobile";892;21265;23.84
"mozilla/5.0 (linux; u; android 4.1.1; zh-cn; mi 2sc build/jro03l) applewebkit/533.1 (khtml, like gecko) version/4.0 ucbrowser/9.7.9.439 u3/0.8.0 mobile safari/533.1";891;28055;31.49
"mozilla/5.0 (linux; u; android 4.1.2; zh-cn; gt-s7572 build/jzo54k) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30";890;26770;30.08
"mozilla/5.0 (linux; u; android 2.3.5; zh-cn; coolpad-8076_td/1.0 android/2.3.5 release/03.11.2012 browser/applewebkit533.1 build/mocordroid2.3.5) applewebkit/533.1 (khtml, like gecko) version/4.0 mobile safari/533.1";890;19901;22.36
"mozilla/5.0 (iphone; cpu iphone os 7_0_6 like mac os x; zh-cn) applewebkit/537.51.1 (khtml, like gecko) mobile/11b651 ucbrowser/9.6.7.431 mobile";890;23470;26.37
"mozilla/5.0 (linux; u; android 4.0.4; zh-cn; vivo s7t build/imm76d) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30";889;23683;26.64
"mozilla/5.0 (iphone; cpu iphone os 7_1_1 like mac os x) applewebkit/537.51.2 (khtml, like gecko) mobile/11d201 micromessenger/5.3";888;5097;5.74
"samsung-gt-s3850/1.0 shp/vpp/r5 dolfin/2.0 smm-mms/1.2.0 profile/midp-2.1 configuration/cldc-1.1";887;5024;5.66
"mozilla/5.0 (iphone; cpu iphone os 7_1 like mac os x) applewebkit/537.51.2 (khtml, like gecko) version/7.0 mobile/11d169 safari/9537.53";885;16865;19.06
"mozilla/5.0 (iphone; cpu iphone os 7_0_6 like mac os x; zh-cn) applewebkit/537.51.1 (khtml, like gecko) mobile/11b651 ucbrowser/9.6.7.431 mobile";885;23354;26.39
"mozilla/5.0 (linux; u; android 2.3.6; zh-cn; oppou701 build/grk39f) applewebkit/533.1 (khtml, like gecko) version/4.0 mobile safari/533.1";885;5797;6.55
"mozilla/5.0 (linux; u; android 4.0.4; zh-cn; vivo s7t build/imm76d) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30";883;24388;27.62
"mozilla/5.0 (linux; u; android 2.3.5; zh-cn; coolpad-8076_td/1.0 android/2.3.5 release/03.11.2012 browser/applewebkit533.1 build/mocordroid2.3.5) applewebkit/533.1 (khtml, like gecko) version/4.0 mobile safari/533.1";882;19320;21.90
"mozilla/5.0 (linux; u; android 4.3; zh-cn; mi 3w build/jls36c) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30 xiaomi/miuibrowser/1.0";882;25339;28.73
"coolpadcoolpad-8056_td/1.0 android/2.3.5(linux; android 2.3.5) release/10.30.2012 browser/applewebkit533.1 (khtml, like gecko) mozilla/5.0 mobile";881;17078;19.38
"mozilla/5.0 (linux; u; android 4.1.1; zh-cn; mi 2 build/jro03l) applewebkit/533.1 (khtml, like gecko) version/4.0 ucbrowser/9.8.0.435 u3/0.8.0 mobile safari/533.1";881;28291;32.11
"coolpadcoolpad-8056_td/1.0 android/2.3.5(linux; android 2.3.5) release/10.30.2012 browser/applewebkit533.1 (khtml, like gecko) mozilla/5.0 mobile";880;19786;22.48
"mozilla/5.0 (linux; u; android 2.3.5; zh-cn; coolpad-8076_td/1.0 android/2.3.5 release/03.11.2012 browser/applewebkit533.1 build/mocordroid2.3.5) applewebkit/533.1 (khtml, like gecko) version/4.0 mobile safari/533.1";879;18714;21.29
"mozilla/5.0 (iphone; cpu iphone os 7_0_6 like mac os x; zh-cn) applewebkit/537.51.1 (khtml, like gecko) mobile/11b651 ucbrowser/9.6.7.431 mobile";879;23395;26.62
"mozilla/5.0 (linux; u; android 4.2.1; zh-cn; vivo x3t build/jop40d) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30";879;19826;22.56
"mozilla/5.0 (linux; u; android 2.3.6; zh-cn; gt-s5360 build/gingerbread) applewebkit/533.1 (khtml, like gecko) version/4.0 mobile safari/533.1";879;9337;10.62
"mozilla/5.0 (iphone; cpu iphone os 7_1 like mac os x; zh-cn) applewebkit/537.51.1 (khtml, like gecko) mobile/11d167 ucbrowser/9.6.7.431 mobile";878;20789;23.68
"nokia6120c/3.83; profile/midp-2.0 configuration/cldc-1.1";878;9853;11.22
"coolpadcoolpad-8056_td/1.0 android/2.3.5(linux; android 2.3.5) release/10.30.2012 browser/applewebkit533.1 (khtml, like gecko) mozilla/5.0 mobile";877;19287;21.99
"mozilla/5.0 (linux; u; android 4.1.1; zh-cn; mi 2 build/jro03l) applewebkit/533.1 (khtml, like gecko) version/4.0 ucbrowser/9.8.0.435 u3/0.8.0 mobile safari/533.1";877;29886;34.08
"mozilla/5.0 (linux; u; android 4.1.1; zh-cn; mi 2 build/jro03l) applewebkit/533.1 (khtml, like gecko) version/4.0 ucbrowser/9.8.0.435 u3/0.8.0 mobile safari/533.1";877;28750;32.78
"mozilla/5.0 (linux; u; android 4.2.1; zh-cn; r815t build/jop40d) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30";877;22929;26.14
"mozilla/5.0 (linux; u; android 2.3.5; zh-cn; coolpad-8076_td/1.0 android/2.3.5 release/03.11.2012 browser/applewebkit533.1 build/mocordroid2.3.5) applewebkit/533.1 (khtml, like gecko) version/4.0 mobile safari/533.1";877;19867;22.65
"nokia5233";877;17238;19.66
"mozilla/5.0 (linux; u; android 4.2.2; zh-cn; hm note 1td build/jdq39) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30 xiaomi/miuibrowser/1.0";876;39198;44.75
"mozilla/5.0 (linux; u; android 4.3; zh-cn; mi 3w build/jls36c) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30 xiaomi/miuibrowser/1.0";876;30730;35.08
"mozilla/5.0 (iphone; cpu iphone os 7_0_2 like mac os x) applewebkit/537.51.1 (khtml, like gecko) version/7.0 mobile/11a501 safari/9537.53";876;17102;19.52
"nokia5233";876;17052;19.47
"mozilla/5.0 (linux; u; android 2.3.6; zh-cn; gt-s5360 build/gingerbread) applewebkit/533.1 (khtml, like gecko) version/4.0 mobile safari/533.1";875;9282;10.61
"opera/9.80 (android; opera mini/7.8.35214/34.2037; u; zh) presto/2.8.119 version/11.10";875;30308;34.64
"mozilla/5.0 (ipad; cpu os 5_1_1 like mac os x) applewebkit/534.46 (khtml, like gecko) version/5.1 mobile/9b206 safari/7534.48.3";875;14619;16.71
"mozilla/5.0 (iphone; cpu iphone os 7_0_4 like mac os x) applewebkit/537.51.1 (khtml, like gecko) mobile/11b554a";874;12255;14.02
"mozilla/5.0 (linux; u; android 4.1.1; zh-cn; mi 2 build/jro03l) applewebkit/533.1 (khtml, like gecko) version/4.0 ucbrowser/9.8.0.435 u3/0.8.0 mobile safari/533.1";874;30318;34.69
"mozilla/5.0 (ipad; cpu os 5_1_1 like mac os x) applewebkit/534.46 (khtml, like gecko) version/5.1 mobile/9b206 safari/7534.48.3";874;19293;22.07
"opera/9.80 (android; opera mini/7.8.35214/34.2178; u; zh) presto/2.8.119 version/11.10";873;29438;33.72
"mozilla/5.0 (linux; u; android 2.2; en-us; nexus one build/frf91) applewebkit/533.1 (khtml, like gecko) version/4.0 mobile safari/533.1";873;9911;11.35
